linux; GNU C++ version 5.3.1 20151219; Boost_105800; UHD_003.009.002-0-unknown

-- Detected Device: B210
-- Operating over USB 2.
-- Initialize CODEC control...
-- Initialize Radio control...
-- Performing register loopback test... pass
-- Performing register loopback test... pass
-- Performing CODEC loopback test... pass
-- Performing CODEC loopback test... pass
-- Asking for clock rate 16.000000 MHz... 
-- Actually got clock rate 16.000000 MHz.
-- Performing timer loopback test... pass
-- Performing timer loopback test... pass
-- Setting master clock rate selection to 'automatic'.
Using Volk machine: generic_orc
gain = 38.0
2018-09-03 22:52:54.639160 center_freq 915803375.0 freq 915607810.484 power_db -119.298964618
2018-09-03 22:52:54.639334 center_freq 915803375.0 freq 915614060.484 power_db -117.533269472
2018-09-03 22:52:54.639400 center_freq 915803375.0 freq 915620310.484 power_db -118.646056664
2018-09-03 22:52:54.639463 center_freq 915803375.0 freq 915626560.484 power_db -118.18030645
2018-09-03 22:52:54.639525 center_freq 915803375.0 freq 915632810.484 power_db -118.034172905
2018-09-03 22:52:54.639587 center_freq 915803375.0 freq 915639060.484 power_db -116.853572275
2018-09-03 22:52:54.639648 center_freq 915803375.0 freq 915645310.484 power_db -117.511874333
2018-09-03 22:52:54.639710 center_freq 915803375.0 freq 915651560.484 power_db -117.228279412
2018-09-03 22:52:54.639771 center_freq 915803375.0 freq 915657810.484 power_db -116.199299833
2018-09-03 22:52:54.639832 center_freq 915803375.0 freq 915664060.484 power_db -115.502092738
2018-09-03 22:52:54.639893 center_freq 915803375.0 freq 915670310.484 power_db -115.747951947
2018-09-03 22:52:54.639955 center_freq 915803375.0 freq 915676560.484 power_db -113.863866849
2018-09-03 22:52:54.640016 center_freq 915803375.0 freq 915682810.484 power_db -114.513468585
2018-09-03 22:52:54.640077 center_freq 915803375.0 freq 915689060.484 power_db -114.213366339
2018-09-03 22:52:54.640138 center_freq 915803375.0 freq 915695310.484 power_db -114.158391778
2018-09-03 22:52:54.640200 center_freq 915803375.0 freq 915701560.484 power_db -112.721840518
2018-09-03 22:52:54.640262 center_freq 915803375.0 freq 915707810.484 power_db -112.715393147
2018-09-03 22:52:54.640324 center_freq 915803375.0 freq 915714060.484 power_db -112.862035433
2018-09-03 22:52:54.640384 center_freq 915803375.0 freq 915720310.484 power_db -112.73529917
2018-09-03 22:52:54.640445 center_freq 915803375.0 freq 915726560.484 power_db -113.150647944
2018-09-03 22:52:54.640506 center_freq 915803375.0 freq 915732810.484 power_db -112.142090053
2018-09-03 22:52:54.640566 center_freq 915803375.0 freq 915739060.484 power_db -111.643553345
2018-09-03 22:52:54.640628 center_freq 915803375.0 freq 915745310.484 power_db -111.697378256
2018-09-03 22:52:54.640689 center_freq 915803375.0 freq 915751560.484 power_db -111.092044075
2018-09-03 22:52:54.640751 center_freq 915803375.0 freq 915757810.484 power_db -110.548536309
2018-09-03 22:52:54.640812 center_freq 915803375.0 freq 915764060.484 power_db -110.099678353
2018-09-03 22:52:54.640873 center_freq 915803375.0 freq 915770310.484 power_db -110.679917658
2018-09-03 22:52:54.640934 center_freq 915803375.0 freq 915776560.484 power_db -109.253975573
2018-09-03 22:52:54.640995 center_freq 915803375.0 freq 915782810.484 power_db -108.398328743
2018-09-03 22:52:54.641056 center_freq 915803375.0 freq 915789060.484 power_db -106.82487263
2018-09-03 22:52:54.641117 center_freq 915803375.0 freq 915795310.484 power_db -103.492234429
2018-09-03 22:52:54.641178 center_freq 915803375.0 freq 915801560.484 power_db -100.925784641
2018-09-03 22:52:54.641239 center_freq 915803375.0 freq 915807810.484 power_db -103.641343869
2018-09-03 22:52:54.641299 center_freq 915803375.0 freq 915814060.484 power_db -106.4624347
2018-09-03 22:52:54.641359 center_freq 915803375.0 freq 915820310.484 power_db -107.838648686
2018-09-03 22:52:54.641420 center_freq 915803375.0 freq 915826560.484 power_db -109.223737964
2018-09-03 22:52:54.641482 center_freq 915803375.0 freq 915832810.484 power_db -109.790596491
2018-09-03 22:52:54.641543 center_freq 915803375.0 freq 915839060.484 power_db -110.667847613
2018-09-03 22:52:54.641605 center_freq 915803375.0 freq 915845310.484 power_db -111.0467594
2018-09-03 22:52:54.641667 center_freq 915803375.0 freq 915851560.484 power_db -111.005621751
2018-09-03 22:52:54.641731 center_freq 915803375.0 freq 915857810.484 power_db -112.287718616
2018-09-03 22:52:54.641793 center_freq 915803375.0 freq 915864060.484 power_db -111.956818049
2018-09-03 22:52:54.641854 center_freq 915803375.0 freq 915870310.484 power_db -112.072594054
2018-09-03 22:52:54.641915 center_freq 915803375.0 freq 915876560.484 power_db -112.409868075
2018-09-03 22:52:54.642090 center_freq 915803375.0 freq 915882810.484 power_db -113.7054596
2018-09-03 22:52:54.642204 center_freq 915803375.0 freq 915889060.484 power_db -113.393690374
2018-09-03 22:52:54.642272 center_freq 915803375.0 freq 915895310.484 power_db -114.323033566
2018-09-03 22:52:54.642334 center_freq 915803375.0 freq 915901560.484 power_db -113.68695392
2018-09-03 22:52:54.642396 center_freq 915803375.0 freq 915907810.484 power_db -113.306047464
2018-09-03 22:52:54.642457 center_freq 915803375.0 freq 915914060.484 power_db -114.325498987
2018-09-03 22:52:54.642519 center_freq 915803375.0 freq 915920310.484 power_db -113.741903518
2018-09-03 22:52:54.642580 center_freq 915803375.0 freq 915926560.484 power_db -115.987722468
2018-09-03 22:52:54.642642 center_freq 915803375.0 freq 915932810.484 power_db -115.756965093
2018-09-03 22:52:54.642701 center_freq 915803375.0 freq 915939060.484 power_db -115.980686672
2018-09-03 22:52:54.642762 center_freq 915803375.0 freq 915945310.484 power_db -116.943359184
2018-09-03 22:52:54.642823 center_freq 915803375.0 freq 915951560.484 power_db -117.922806141
2018-09-03 22:52:54.642883 center_freq 915803375.0 freq 915957810.484 power_db -117.986467784
2018-09-03 22:52:54.642944 center_freq 915803375.0 freq 915964060.484 power_db -117.997287556
2018-09-03 22:52:54.643005 center_freq 915803375.0 freq 915970310.484 power_db -118.467144849
2018-09-03 22:52:54.643065 center_freq 915803375.0 freq 915976560.484 power_db -118.365735372
2018-09-03 22:52:54.643125 center_freq 915803375.0 freq 915982810.484 power_db -119.30719519
2018-09-03 22:52:54.643185 center_freq 915803375.0 freq 915989060.484 power_db -120.124827391
2018-09-03 22:52:55.138061 center_freq 915803375.0 freq 915607810.484 power_db -119.801910459
2018-09-03 22:52:55.138221 center_freq 915803375.0 freq 915614060.484 power_db -117.750146004
2018-09-03 22:52:55.138287 center_freq 915803375.0 freq 915620310.484 power_db -118.837105506
2018-09-03 22:52:55.138354 center_freq 915803375.0 freq 915626560.484 power_db -119.204650927
2018-09-03 22:52:55.138417 center_freq 915803375.0 freq 915632810.484 power_db -119.101525493
2018-09-03 22:52:55.138484 center_freq 915803375.0 freq 915639060.484 power_db -118.258439032
2018-09-03 22:52:55.138546 center_freq 915803375.0 freq 915645310.484 power_db -116.739299167
2018-09-03 22:52:55.138612 center_freq 915803375.0 freq 915651560.484 power_db -116.082631553
2018-09-03 22:52:55.138675 center_freq 915803375.0 freq 915657810.484 power_db -115.644549934
2018-09-03 22:52:55.138741 center_freq 915803375.0 freq 915664060.484 power_db -115.46138445
2018-09-03 22:52:55.138807 center_freq 915803375.0 freq 915670310.484 power_db -115.349637451
2018-09-03 22:52:55.138868 center_freq 915803375.0 freq 915676560.484 power_db -114.409065424
2018-09-03 22:52:55.138933 center_freq 915803375.0 freq 915682810.484 power_db -113.736763065
2018-09-03 22:52:55.138995 center_freq 915803375.0 freq 915689060.484 power_db -114.218243239
2018-09-03 22:52:55.139061 center_freq 915803375.0 freq 915695310.484 power_db -114.424522702
2018-09-03 22:52:55.139122 center_freq 915803375.0 freq 915701560.484 power_db -113.799106574
2018-09-03 22:52:55.139188 center_freq 915803375.0 freq 915707810.484 power_db -113.806957818
2018-09-03 22:52:55.139250 center_freq 915803375.0 freq 915714060.484 power_db -113.187355873
2018-09-03 22:52:55.139315 center_freq 915803375.0 freq 915720310.484 power_db -112.698293221
2018-09-03 22:52:55.139376 center_freq 915803375.0 freq 915726560.484 power_db -112.239050323
2018-09-03 22:52:55.139442 center_freq 915803375.0 freq 915732810.484 power_db -111.642922658
2018-09-03 22:52:55.139503 center_freq 915803375.0 freq 915739060.484 power_db -111.464049313
